iter	Logloss
395	0.1948356549
396	0.1945608034
397	0.1942651855
398	0.1939416269
399	0.1936321532
400	0.1933114713
401	0.1929190038
402	0.192709118
403	0.1924079378
404	0.1922085601
405	0.1916146745
406	0.1914842818
407	0.1912370175
408	0.1908619345
409	0.1904646943
410	0.1901989872
411	0.1896824346
412	0.1891613402
413	0.1889820475
414	0.1886211364
415	0.1884252141
416	0.1880262503
417	0.1877685523
418	0.1874644885
419	0.1870054107
420	0.1867179212
421	0.1864186116
422	0.1862089158
423	0.1858774181
424	0.1854714789
425	0.1851421364
426	0.1848933632
427	0.1846887077
428	0.1843638166
429	0.1842039447
430	0.1838930274
431	0.1834803847
432	0.1830653021
433	0.1828684288
434	0.1824844086
435	0.1820506254
436	0.1817987216
437	0.1815555865
438	0.1814088292
439	0.1812400233
440	0.1809991895
441	0.1807864433
442	0.1804252588
443	0.1801273621
444	0.1798544641
445	0.1795808792
446	0.1793776956
447	0.1790804193
448	0.1788267715
449	0.1784946536
450	0.178160175
451	0.1779501391
452	0.1777477105
453	0.1774706401
454	0.1773094067
455	0.1769388266
456	0.1765744832
457	0.1762691915
458	0.1760619048
459	0.1759181488
460	0.1756609086
461	0.1753902903
462	0.1751827372
463	0.1749289729
464	0.1745852604
465	0.1742383615
466	0.1739805336
467	0.1737890598
468	0.1735518564
469	0.1733332215
470	0.1731532902
471	0.1728849862
472	0.1725573068
473	0.172341687
474	0.172133535
475	0.1719496532
476	0.171639829
477	0.171399121
478	0.1711083596
479	0.1709265705
480	0.1707547098
481	0.1704177714
482	0.1702086833
483	0.169969695
484	0.1697403077
485	0.1694709507
486	0.1689601664
487	0.1688222181
488	0.1685527272
489	0.1682676605
490	0.1679852135
491	0.167678673
492	0.1674451767
493	0.1672656177
494	0.1670306964
495	0.1667421828
496	0.1665471796
497	0.1661665173
498	0.1660058459
499	0.1656079348
500	0.1652448097
501	0.1650978773
502	0.1647559618
503	0.1644145105
504	0.1642321144
505	0.1641069591
506	0.1638720152
507	0.1638045696
508	0.1636503763
509	0.1634993105
510	0.1632795387
511	0.1629574398
512	0.1628052413
513	0.1625667853
514	0.1620952628
515	0.1618902109
516	0.1615585477
517	0.1613771178
518	0.1612267851
519	0.1609738783
520	0.1607035212
521	0.1604561366
522	0.1600734947
523	0.1599280747
524	0.1597891664
525	0.159557156
526	0.159265019
527	0.1591435858
528	0.1589590592
529	0.1588057823
530	0.158603865
531	0.1584811128
532	0.1582301638
533	0.1581584895
534	0.1578883276
535	0.1577395139
536	0.1573859248
537	0.1572029005
538	0.1570599777
539	0.1567118086
540	0.1564950909
541	0.1563382942
542	0.1560385847
543	0.1557549206
544	0.1555389345
545	0.1553822436
546	0.1550684687
547	0.1548046976
548	0.1546136793
549	0.1543383394
550	0.1540496586
551	0.1538939758
552	0.1535551216
553	0.1532968085
554	0.1530126945
555	0.1527106414
556	0.1523571497
557	0.1519590515
558	0.15184966
559	0.151652826
560	0.1513845767
561	0.1512349885
562	0.1511021898
563	0.1507889877
564	0.150584092
565	0.1503148449
566	0.1499911485
567	0.1498411554
568	0.1496320731
569	0.1493020481
570	0.1491590594
571	0.1489726296
572	0.1488092479
573	0.1485158019
574	0.1483301066
575	0.1481303605
576	0.1479319549
577	0.1477577105
578	0.1475873739
579	0.1474627126
580	0.147311096
581	0.1471240899
582	0.1468994612
583	0.1466957454
584	0.1466004721
585	0.1464795635
586	0.1461438135
587	0.1459730718
588	0.1456600231
589	0.1454557864
590	0.1451591283
591	0.1450121341
592	0.144746622
593	0.1445453076
594	0.1444572899
595	0.1442929111
596	0.1440143772
597	0.1439270844
598	0.1437360961
599	0.1435403131
600	0.1432886583
601	0.1430432086
602	0.1428180994
603	0.1426204418
604	0.1425112076
605	0.1423006602
606	0.1421161951
607	0.1420170769
608	0.1417899218
609	0.1415386235
610	0.1413458143
611	0.1412166344
612	0.1410094996
613	0.1408125144
614	0.1407311628
615	0.1404345772
616	0.1402463594
617	0.1399922273
618	0.1397302867
619	0.1396574865
620	0.139459484
621	0.13928738
622	0.1391142877
623	0.1389651907
624	0.1388106325
625	0.1385649032
626	0.1384434546
627	0.1383639896
628	0.1381819803
629	0.1379661644
630	0.137838896
631	0.1376834741
632	0.1374589218
633	0.137234946
634	0.1370989771
635	0.13694707
636	0.1367289074
637	0.1365390224
638	0.136372406
639	0.1361757383
640	0.1359052454
641	0.1356308333
642	0.1355287426
643	0.1352266099
644	0.1350505817
645	0.1349256224
646	0.1348475875
647	0.1347629567
648	0.1346619259
649	0.1344817348
650	0.134329791
651	0.1340971945
652	0.1339254588
653	0.1336908234
654	0.1336214544
655	0.1334902055
656	0.1332812927
657	0.1331048569
658	0.1329512501
659	0.1327908551
660	0.1325362185
661	0.1324388176
662	0.1322963766
663	0.132140961
664	0.1319538207
665	0.1318276966
666	0.131584532
667	0.131402915
668	0.1313002547
669	0.1311332224
670	0.1310457659
671	0.1308918882
672	0.1306947509
673	0.1304545338
674	0.1302330948
675	0.1299821176
676	0.1298161917
677	0.1295545882
678	0.1293911661
679	0.1292242625
680	0.1290617252
681	0.1288923386
682	0.12871754
683	0.1285401036
684	0.12846152
685	0.1282623743
686	0.1280547067
687	0.1279539588
688	0.1278024246
689	0.1276214202
690	0.1273483701
691	0.1272047326
692	0.1270320585
693	0.1267478572
694	0.1265616526
695	0.1263772366
696	0.1262478602
697	0.1262122495
698	0.1260241291
699	0.1258073514
700	0.1256437844
701	0.1254959613
702	0.12540499
703	0.1252809617
704	0.1250665909
705	0.1249203566
706	0.1247806906
707	0.1245965611
708	0.1245228306
709	0.1243635912
710	0.1242328933
711	0.1240557645
712	0.1239311922
713	0.1238751808
714	0.1237340532
715	0.1235441346
716	0.1233937119
717	0.123260151
718	0.1231659537
719	0.1230055031
720	0.1228919625
721	0.1227558098
722	0.1225710764
723	0.1224382112
724	0.1222373007
725	0.1221030038
726	0.1218603823
727	0.1216484798
728	0.1215015536
729	0.1212206583
730	0.1210561888
731	0.1208901339
732	0.1206511356
733	0.1204559453
734	0.1202234435
735	0.1200534363
736	0.1198953574
737	0.119725775
738	0.1195992061
739	0.1195387862
740	0.1193527702
741	0.1191634286
742	0.1189987332
743	0.1188557847
744	0.1186450357
745	0.1184364149
746	0.1182334902
747	0.1179820061
748	0.1178030972
749	0.1176320544
750	0.1174814348
751	0.1173833018
752	0.1171870265
753	0.1169985001
754	0.1167832044
755	0.1165650038
756	0.116395286
757	0.1161498872
758	0.1158944715
759	0.1157235383
760	0.1155376973
761	0.1154273332
762	0.1151711416
763	0.1149788879
764	0.1147889423
765	0.1146364974
766	0.1144134705
767	0.1143098039
768	0.1141263381
769	0.1139581574
770	0.1137568951
771	0.1135549876
772	0.1133234294
773	0.1132301564
774	0.1131012659
775	0.1129635186
776	0.1127964541
777	0.112572537
778	0.112431438
779	0.1123134569
780	0.1121904671
781	0.1119932915
782	0.1118129503
783	0.1117900495
784	0.1116829353
785	0.1116123819
786	0.1114426734
787	0.1113109971
788	0.1111653055
789	0.1109848779
790	0.1108127695
791	0.1106830634
792	0.1104847271
793	0.1103932024
794	0.1101331417
795	0.1099666147
796	0.1098528595
797	0.1097355571
798	0.1095531853
799	0.1093824163
800	0.109249494
801	0.1090997595
802	0.1089177958
803	0.1088226074
804	0.1086551255
805	0.108528592
806	0.108339026
807	0.1083004985
808	0.1081747541
809	0.1080462649
810	0.1079429789
811	0.1078339738
812	0.1076067014
813	0.1075297713
814	0.1073410405
815	0.1071900938
816	0.1069739734
817	0.1068752636
818	0.1067034233
819	0.1065701581
820	0.106459572
821	0.1062902737
822	0.1061538126
823	0.1059453265
824	0.1058580226
825	0.1057232054
826	0.105608864
827	0.1054351294
828	0.1052891213
829	0.1051290897
830	0.10494785
831	0.1047093137
832	0.1045048479
833	0.1043484323
834	0.1041761213
835	0.1040314631
836	0.1038776438
837	0.103805443
838	0.1036042752
839	0.1034125364
840	0.1032561063
841	0.1031265801
842	0.1028947465
843	0.1027360074
844	0.1026445729
845	0.1025092736
846	0.1024199903
847	0.1022424284
848	0.1020652628
849	0.1018833905
850	0.1017907196
851	0.1016898298
852	0.1016046951
853	0.1014384444
854	0.1012692957
855	0.1011038067
856	0.1009234906
857	0.1007544325
858	0.1006433836
859	0.1004914333
860	0.1003634819
861	0.1001704232
862	0.1000521832
863	0.09992557896
864	0.09979725285
865	0.09961474865
866	0.09946006518
867	0.09923986776
868	0.09914083536
869	0.09900235514
870	0.09889716036
871	0.0987458699
872	0.09858923427
873	0.09849646805
874	0.09833709482
875	0.09821505572
876	0.09803923448
877	0.09790368153
878	0.09773137001
879	0.09758753426
880	0.09741465897
881	0.09727123049
882	0.09718040277
883	0.09704989717
884	0.09691811327
885	0.09679279234
886	0.09671426442
887	0.0966590842
888	0.09631434816
889	0.09622689933
890	0.09609679365
891	0.09599023498
892	0.09587136167
893	0.09578045971
894	0.09564757747
895	0.09557407468
896	0.09546953945
897	0.09531469883
898	0.09514646051
899	0.09498524464
900	0.09481314911
901	0.09466654255
902	0.09458487625
903	0.09437788138
904	0.09425261909
905	0.0940931271
906	0.09395624787
907	0.09386965953
908	0.09376180297
909	0.09366380298
910	0.09347651693
911	0.09338927689
912	0.09320333856
913	0.09306828305
914	0.09302821887
915	0.09292888405
916	0.09277222698
917	0.09261833345
918	0.09250363338
919	0.09238605576
920	0.09230738712
921	0.09210769411
922	0.09198545975
923	0.09185418891
924	0.09176826376
925	0.0916413179
926	0.09140238398
927	0.09124553663
928	0.09113232092
929	0.09102292368
930	0.09093426525
931	0.09075760688
932	0.0906479008
933	0.09037667402
934	0.0901644092
935	0.09005984467
936	0.08993743684
937	0.08977165215
938	0.0896147391
939	0.08947724249
940	0.08933668157
941	0.08927445414
942	0.08914082549
943	0.08901466828
944	0.08888500608
945	0.08875430145
946	0.08858203711
947	0.08837663541
948	0.08830296429
949	0.08820073901
950	0.08800835476
951	0.08787822926
952	0.08775277489
953	0.08767951413
954	0.08761968744
955	0.08755797883
956	0.08741953611
957	0.08730010868
958	0.087219643
959	0.08709929445
960	0.08698187606
961	0.0869120627
962	0.08674316655
963	0.08666575018
964	0.08653069266
965	0.08643065561
966	0.0862807966
967	0.0861740829
968	0.08603620385
969	0.0858536601
970	0.08570913071
971	0.08560585036
972	0.08543967868
973	0.08532794854
974	0.08525854342
975	0.08517541144
976	0.08512214408
977	0.08504946283
978	0.0848890457
979	0.08477509547
980	0.08467761121
981	0.08455394912
982	0.08449849346
983	0.08433026611
984	0.08426048747
985	0.08416899266
986	0.08399258498
987	0.08391302256
988	0.08379322946
989	0.0836912914
990	0.08362720746
991	0.08350828129
992	0.08332209485
993	0.08321079954
994	0.08316743108
995	0.08308458644
996	0.0830134171
997	0.08294743368
998	0.08282686297
999	0.08267234543
1000	0.08259345961
1001	0.08246280547
1002	0.08239612491
1003	0.08232248492
1004	0.08219914408
1005	0.08209501094
1006	0.08203658427
1007	0.08189263073
1008	0.0817741963
1009	0.08164502436
1010	0.08146920507
1011	0.08136813897
1012	0.08121406778
1013	0.08112153601
1014	0.08100975636
1015	0.08091044388
1016	0.08082104489
1017	0.08072676113
1018	0.08064329821
1019	0.08053999799
1020	0.08045848028
1021	0.08039791535
1022	0.08032497153
1023	0.08026162646
1024	0.0801893448
1025	0.08007182906
1026	0.08001252469
1027	0.07991622069
1028	0.07978796615
1029	0.07968261155
1030	0.07961365041
1031	0.07952407285
1032	0.07939476114
1033	0.07932500517
1034	0.07923741108
1035	0.07915899128
1036	0.0790186143
1037	0.07898823123
1038	0.07888442588
1039	0.07883617165
1040	0.07866699047
1041	0.07857115603
1042	0.07844726255
1043	0.07834089443
1044	0.07817515319
1045	0.07807043056
1046	0.0778892843
1047	0.07780406481
1048	0.07764017343
1049	0.07749560474
1050	0.0774550623
1051	0.0773493521
1052	0.07729029894
1053	0.07721771085
1054	0.07713290603
1055	0.07706937211
1056	0.07705729574
1057	0.07694725822
1058	0.07683259749
1059	0.07663520058
1060	0.07648584214
1061	0.07642266639
1062	0.07632656295
1063	0.0761992831
1064	0.07610383997
1065	0.07601061859
1066	0.07580939131
1067	0.07568029236
1068	0.07555680138
1069	0.07550666897
1070	0.07541321759
1071	0.07529265886
1072	0.07518133727
1073	0.07511423947
1074	0.07499849409
1075	0.0749509952
1076	0.07475413807
1077	0.07466646135
1078	0.07448135563
1079	0.07430026436
1080	0.07417707151
1081	0.07410370344
1082	0.07402354795
1083	0.0739371733
1084	0.07385665577
1085	0.07375227897
1086	0.07364361516
1087	0.07356783887
1088	0.07347530242
1089	0.0733922535
1090	0.0733421004
1091	0.07323435748
1092	0.07314544444
1093	0.07302846753
1094	0.07299032061
1095	0.0728443727
1096	0.07274085358
1097	0.07263916586
1098	0.07246559256
1099	0.07233175672
1100	0.07224405079
1101	0.07215439323
1102	0.07199605145
1103	0.07189942051
1104	0.07180089591
1105	0.07167201215
1106	0.07161517437
1107	0.07150829797
1108	0.07144933355
1109	0.07130485384
1110	0.07120915397
1111	0.07108709239
1112	0.07100198657
1113	0.07091100096
1114	0.07080149009
1115	0.07069190892
1116	0.07059908932
1117	0.07052595229
1118	0.0704780226
1119	0.07036078264
1120	0.07025790922
1121	0.07009302927
1122	0.06995795963
1123	0.06985690806
1124	0.06978905287
1125	0.06971143647
1126	0.06962338904
1127	0.06948930083
1128	0.06938384516
1129	0.06932036324
1130	0.06924434082
1131	0.06913664133
1132	0.06903898457
1133	0.0689581543
1134	0.06884674
1135	0.06872693939
1136	0.06862169875
1137	0.06856840085
1138	0.06848090668
1139	0.06842724178
1140	0.06834336256
1141	0.06824907063
1142	0.06816758621
1143	0.06809607708
1144	0.06798984577
1145	0.06792449777
1146	0.06788578582
1147	0.06782479796
1148	0.06771606915
1149	0.06765131542
1150	0.06756264318
1151	0.06741543656
1152	0.06729134553
1153	0.06719067884
1154	0.06709662733
1155	0.06702472901
1156	0.06693068732
1157	0.06686441397
1158	0.06679315789
1159	0.06671642483
1160	0.06659781228
1161	0.06648222394
1162	0.06638156206
1163	0.06631903185
1164	0.06622445477
1165	0.06618124747
1166	0.06605646541
1167	0.0659785379
1168	0.06590992282
1169	0.0658728795
1170	0.06577853196
1171	0.06569537004
1172	0.06557996008
1173	0.0655496807
1174	0.06547935746
1175	0.06544210504
1176	0.06535733733
1177	0.06527672039
1178	0.06520215946
1179	0.06510429626
1180	0.0649845798
1181	0.06488668531
1182	0.06483709978
1183	0.06475265658
1184	0.06467498653
1185	0.0646070712
1186	0.06450584971
1187	0.06442567843
1188	0.06435662318
1189	0.06431649656
1190	0.06419463137
1191	0.06411484687
1192	0.06407520345
1193	0.0640377894
1194	0.06400491784
1195	0.06388424962
1196	0.06380736522
1197	0.06376655379
1198	0.0637022742
1199	0.06364867349
1200	0.06355294693
1201	0.06349221199
1202	0.06343210654
1203	0.06340397444
1204	0.06333200085
1205	0.06323764073
1206	0.06314517763
1207	0.06305951514
1208	0.06302544695
1209	0.06297178464
1210	0.06288828142
1211	0.06279567457
1212	0.06270692741
1213	0.06262522942
1214	0.06258606183
1215	0.06249585093
1216	0.06245502291
1217	0.06237051362
1218	0.06229114081
1219	0.0622173298
1220	0.06211300648
1221	0.06204311845
1222	0.06198666263
1223	0.06192369419
1224	0.06187824281
1225	0.06177705221
1226	0.06170107781
1227	0.06161595774
1228	0.06153674922
1229	0.06143066661
1230	0.061368739
1231	0.06131008925
1232	0.06119414893
1233	0.06111866075
1234	0.06106857604
1235	0.06100028017
1236	0.06090809261
1237	0.06085345262
1238	0.0607650923
1239	0.06068973182
1240	0.06055969693
1241	0.06049032836
1242	0.06042447103
1243	0.06039555634
1244	0.06031327079
1245	0.06025955029
1246	0.06016878633
1247	0.06009509685
1248	0.06006386721
1249	0.06003590867
1250	0.05994875132
1251	0.05991406016
1252	0.05985824259
1253	0.05980639571
1254	0.05975619033
1255	0.05970130007
1256	0.0596217722
1257	0.05955430876
1258	0.05942859884
1259	0.05935877237
1260	0.05928565657
1261	0.05924104779
1262	0.05913389672
1263	0.05906438566
1264	0.05898128831
1265	0.05890219942
1266	0.05882862673
1267	0.05875867914
1268	0.05871525663
1269	0.05865822951
1270	0.05858346592
1271	0.05851367145
1272	0.05846438971
1273	0.05837027806
1274	0.05830333829
1275	0.05825583541
1276	0.05819452484
1277	0.05811879421
1278	0.05808276081
1279	0.05797712141
1280	0.05792441083
1281	0.05780548603
1282	0.0577222868
1283	0.05762429979
1284	0.05755429576
1285	0.05747924249
1286	0.05743937686
1287	0.05736355291
1288	0.05728479493
1289	0.05722791333
1290	0.05715855284
1291	0.05712941248
1292	0.0570825863
1293	0.05700059683
1294	0.05691753446
1295	0.05684996335
1296	0.05676441462
1297	0.05669725545
1298	0.05664365674
1299	0.05655872135
1300	0.05649863218
1301	0.05644359299
1302	0.05638328224
1303	0.05630699493
1304	0.05624204228
1305	0.05614655666
1306	0.05607350491
1307	0.05598331781
1308	0.05590966933
1309	0.05590291815
1310	0.05583953705
1311	0.05580144437
1312	0.05572669701
1313	0.05566316269
1314	0.05556906756
1315	0.0554592351
1316	0.05537702202
1317	0.05531227467
1318	0.05524041794
1319	0.05511960404
1320	0.0550442135
1321	0.05498725086
1322	0.05493245982
1323	0.05483155895
1324	0.05479286378
1325	0.05470429014
1326	0.05464198368
1327	0.05458548245
1328	0.05450922619
1329	0.05439408743
1330	0.05432818868
1331	0.05426727627
1332	0.0542007049
1333	0.05412792476
1334	0.05410290819
1335	0.05403960622
1336	0.05400573717
1337	0.05395463323
1338	0.05388934344
1339	0.05387747434
1340	0.05381709084
1341	0.05374661699
1342	0.05367923609
1343	0.05359031924
1344	0.05349232386
1345	0.05342105929
1346	0.05338961397
1347	0.05333656236
1348	0.05333083121
1349	0.05327871778
1350	0.05319658904
1351	0.05313133457
1352	0.05308060382
1353	0.05303903901
1354	0.05300292076
1355	0.05291678457
1356	0.05288577446
1357	0.05280508919
1358	0.0527463438
1359	0.05263143255
1360	0.05253948239
1361	0.05248567487
1362	0.0524043647
1363	0.05234585974
1364	0.05227772708
1365	0.05222059687
1366	0.05216587238
1367	0.05213923893
1368	0.05208330123
1369	0.05200253899
1370	0.05195227857
1371	0.0518638458
1372	0.05180265539
1373	0.0517253159
1374	0.05166560837
1375	0.05162938454
1376	0.05157082999
1377	0.05147175973
1378	0.05140532477
1379	0.05131123844
1380	0.05119969972
1381	0.05111400831
1382	0.05108405153
1383	0.05101612034
1384	0.05096399384
1385	0.05093085115
1386	0.0508606689
1387	0.05077644567
1388	0.05073010582
1389	0.05066108108
1390	0.05059919758
1391	0.05052378536
1392	0.05045458656
1393	0.05039167754
1394	0.05033111463
1395	0.05029320366
1396	0.05025166979
1397	0.05018787267
1398	0.05014046452
1399	0.05009690361
1400	0.05004546459
1401	0.04995305706
1402	0.04986512739
1403	0.04980765799
1404	0.04975103311
1405	0.04966476771
1406	0.04961002677
1407	0.04959190904
1408	0.04956054035
1409	0.04950022992
1410	0.0494638533
1411	0.04942878899
1412	0.04936717638
1413	0.04930703766
1414	0.04926949503
1415	0.04921054091
1416	0.0491548701
1417	0.04908925307
1418	0.04902139598
1419	0.04896127202
1420	0.04890657262
1421	0.04881272519
1422	0.04876031985
1423	0.04869785202
1424	0.04864297049
1425	0.0485958688
1426	0.04855241954
1427	0.04850858764
1428	0.04848373844
1429	0.04845518184
1430	0.04836600376
1431	0.04832424973
1432	0.04828075746
1433	0.04823483
1434	0.04819166635
1435	0.04808865635
1436	0.04801898493
1437	0.04798975361
1438	0.04791572197
1439	0.04787348658
1440	0.04783478067
1441	0.04778133741
1442	0.04773375361
1443	0.04771368107
1444	0.04762069163
1445	0.04756463347
1446	0.0475146444
1447	0.04748324043
1448	0.04743924455
1449	0.04737020968
1450	0.04729291167
1451	0.04724630484
1452	0.04719713938
1453	0.04714966934
1454	0.04709089942
1455	0.04698981273
1456	0.0469538955
1457	0.04689547309
1458	0.04684765739
1459	0.04678137177
1460	0.04673500162
1461	0.04670197684
1462	0.04666862838
1463	0.04660334483
1464	0.04654522537
1465	0.04650402637
1466	0.04644484234
1467	0.04637013221
1468	0.04631413839
1469	0.04626137432
1470	0.04617275277
1471	0.04611871968
1472	0.04606718789
1473	0.04601368277
1474	0.04596712419
1475	0.04588804121
1476	0.04583563749
1477	0.04579338505
1478	0.0457063104
1479	0.04566789814
1480	0.04561661241
1481	0.0455939712
1482	0.04553617423
1483	0.04546824456
1484	0.04541689637
1485	0.04536918835
1486	0.04530442479
1487	0.04523913957
1488	0.04519099427
1489	0.04512678548
1490	0.04507331784
1491	0.04501923889
1492	0.04496166147
1493	0.04489872994
1494	0.0448295579
1495	0.04478359944
1496	0.04470887488
1497	0.04466401795
1498	0.04461938269
1499	0.04457184386
